analysis_date,n_test,overlap_rate,overlap_bounds,methods,cv_folds,seed
2025-09-15T15:32:52.933362,252834,0.8366477609815136,"[0.1,0.9]","['T-Learner', 'S-Learner', 'X-Learner', 'Linear-Interaction', 'Constant-Effect']",5,42
