day,date,ts_reward,oracle_reward,ts_cumulative,oracle_cumulative,n_candidates,n_selected,daily_efficiency,cumulative_gap
440,2015-03-06,74711.51356622459,76232.29046928902,25319438.511770252,26012198.84479706,1006,100,0.9800507515423915,-692760.3330268078
441,2015-03-09,75830.7945843792,74022.51305871074,25395269.30635463,26086221.35785577,1015,100,1.0244288048452803,-690952.05150114
442,2015-03-10,73202.31312274864,73353.05801677318,25468471.61947738,26159574.415872544,966,100,0.9979449405641675,-691102.796395164
443,2015-03-11,73868.1112501998,74236.76092922603,25542339.73072758,26233811.17680177,997,100,0.995034135724514,-691471.4460741915
444,2015-03-12,73933.14621211513,75174.80407074907,25616272.876939695,26308985.98087252,918,100,0.9834830582668976,-692713.103932824
445,2015-03-13,73269.98962999764,76407.13352587426,25689542.866569694,26385393.114398394,854,100,0.958941740762801,-695850.2478286996
446,2015-03-16,74366.12684256864,72690.27263145811,25763908.993412264,26458083.387029853,586,100,1.023054724524245,-694174.393617589
447,2015-03-17,65291.2763538074,65922.61697077734,25829200.26976607,26524006.00400063,372,100,0.9904230043347672,-694805.7342345603
448,2015-03-18,73076.92984821754,72353.99421319216,25902277.199614286,26596359.998213824,537,100,1.0099916479095161,-694082.7985995375
449,2015-03-19,72133.96659064018,76320.28055492365,25974411.166204926,26672680.278768748,592,100,0.9451480794640056,-698269.1125638224
450,2015-03-20,74865.18456064463,74723.64555165397,26049276.35076557,26747403.924320403,780,100,1.0018941662702046,-698127.5735548325
451,2015-03-23,74106.92287246742,76772.96323399394,26123383.27363804,26824176.887554396,1114,100,0.965273707706178,-700793.6139163561
452,2015-03-24,75511.41224683514,74663.27295644136,26198894.685884874,26898840.160510838,1106,100,1.0113595246606533,-699945.4746259637
453,2015-03-25,73156.8846884806,74966.27410384481,26272051.570573356,26973806.434614684,1107,100,0.9758639543315463,-701754.8640413284
454,2015-03-26,76238.20793446305,74214.60447449562,26348289.778507818,27048021.03908918,1098,100,1.0272669169942537,-699731.260581363
455,2015-03-27,74962.96383042734,74333.32011011733,26423252.742338244,27122354.359199297,1061,100,1.008470544829388,-699101.6168610528
456,2015-03-30,74845.09594089648,75713.14684325713,26498097.83827914,27198067.506042555,574,100,0.9885350043083311,-699969.6677634157
457,2015-03-31,69000.79833651669,69372.77826031604,26567098.636615656,27267440.28430287,411,100,0.9946379555046285,-700341.6476872154
458,2015-04-01,72575.8766085077,71278.44085287803,26639674.513224162,27338718.72515575,449,100,1.0182023588073092,-699044.2119315863
459,2015-04-02,73702.4261512094,75172.49844602137,26713376.93937537,27413891.22360177,463,100,0.9804440144307883,-700514.2842263989
460,2015-04-03,8474.90431162862,8284.730002693252,26721851.843686998,27422175.953604463,17,17,1.0229547986323688,-700324.1099174656
461,2015-04-06,13860.935268527548,13554.92553555559,26735712.778955527,27435730.87914002,32,32,1.022575537738608,-700018.1001844928
462,2015-04-07,73871.44341064843,75399.3122712876,26809584.222366177,27511130.191411305,701,100,0.9797363024328141,-701545.9690451287
463,2015-04-08,73373.39930063815,74812.19426921918,26882957.621666815,27585942.385680523,537,100,0.9807679084588352,-702984.7640137076
464,2015-04-09,74933.07738313738,74116.35396092059,26957890.699049953,27660058.739641443,241,100,1.0110194765199516,-702168.0405914895
465,2015-04-10,74503.35557806536,74420.16035978857,27032394.05462802,27734478.90000123,1114,100,1.001117912375821,-702084.8453732133
466,2015-04-13,33162.29296716472,35523.958947291125,27065556.34759518,27770002.85894852,363,100,0.9335190657203906,-704446.51135334
467,2015-04-14,76348.91601798055,76702.13038408497,27141905.26361316,27846704.989332605,930,100,0.9953949862365529,-704799.7257194445
468,2015-04-15,75946.5534772082,75675.75565349763,27217851.81709037,27922380.744986102,459,100,1.0035783960314912,-704528.9278957322
469,2015-04-16,73927.8282382942,75177.81157398464,27291779.645328663,27997558.556560088,291,100,0.9833729752234102,-705778.9112314247
470,2015-04-17,72443.32927351278,74146.68808717845,27364222.974602178,28071705.24464727,1110,100,0.9770271760262179,-707482.2700450905
471,2015-04-18,19451.363596158208,20090.93668457274,27383674.338198338,28091796.18133184,30,30,0.9681660890950075,-708121.8431335017
472,2015-04-20,74101.00943634157,74935.38726717605,27457775.34763468,28166731.568599015,1112,100,0.9888653697370032,-708956.2209643349
473,2015-04-21,73496.53277512621,74440.78862436836,27531271.880409807,28241172.357223384,1101,100,0.9873153432856964,-709900.4768135771
474,2015-04-22,72395.40401379344,77084.58268322452,27603667.2844236,28318256.93990661,1111,100,0.9391683978013989,-714589.6554830074
475,2015-04-23,73398.73649124327,75055.091043212,27677066.020914845,28393312.03094982,1087,100,0.9779314830087261,-716246.0100349747
476,2015-04-24,73845.63919629497,76146.58865254055,27750911.66011114,28469458.61960236,930,100,0.9697826324598087,-718546.9594912194
477,2015-04-27,75106.09580719795,73518.45488727647,27826017.75591834,28542977.074489634,542,100,1.0215951344782173,-716959.3185712956
478,2015-04-28,68943.75029493477,68695.37179103988,27894961.506213274,28611672.446280673,421,100,1.0036156512064658,-716710.9400673993
479,2015-04-29,71494.03474442377,71814.54757161229,27966455.540957697,28683486.993852284,612,100,0.995536937319435,-717031.4528945871
480,2015-04-30,72383.75559664512,71557.89562633303,28038839.296554342,28755044.889478616,437,100,1.011541143895911,-716205.5929242745
481,2015-05-01,7870.815253625397,8063.337566887058,28046710.11180797,28763108.227045503,15,15,0.9761237438387457,-716398.115237534
482,2015-05-03,543.2320776647178,541.067865406216,28047253.343885634,28763649.294910908,1,1,1.0039998905809662,-716395.9510252737
483,2015-05-04,74579.9209401048,75348.11116441539,28121833.26482574,28838997.406075325,1114,100,0.9898047845866457,-717164.1412495859
484,2015-05-05,73598.81689532664,75657.79776770047,28195432.081721067,28914655.203843024,1109,100,0.9727856092415521,-719223.1221219562
485,2015-05-06,74791.00849082833,75724.99721858084,28270223.090211894,28990380.201061603,1107,100,0.9876660447400673,-720157.1108497083
486,2015-05-07,73626.9946209575,74449.45296709053,28343850.08483285,29064829.65402869,953,100,0.9889527953080247,-720979.5691958405
487,2015-05-08,65636.06575643715,69456.6346642027,28409486.150589287,29134286.288692895,1085,100,0.9449934635296311,-724800.138103608
488,2015-05-11,73438.0463733267,74783.7860713503,28482924.196962614,29209070.074764244,1114,100,0.9820049268869638,-726145.8778016306
489,2015-05-12,74676.92871245813,75424.44647972299,28557601.12567507,29284494.521243967,1099,100,0.9900891845793549,-726893.3955688961
490,2015-05-13,73826.91872765167,74404.88304280622,28631428.044402722,29358899.404286772,1111,100,0.9922321722510868,-727471.3598840497
491,2015-05-14,11343.65087124211,12884.052508714225,28642771.695273966,29371783.456795488,26,26,0.8804412170448503,-729011.761521522
492,2015-05-15,74472.86305562106,75593.67472592674,28717244.558329586,29447377.131521415,1083,100,0.9851732082827126,-730132.573191829
493,2015-05-16,1146.94131835817,1098.1940172742586,28718391.499647945,29448475.325538687,1,1,1.0443886055807363,-730083.8258907422
494,2015-05-18,74056.44153378287,73094.17120727089,28792447.941181727,29521569.49674596,627,100,1.013164802481764,-729121.5555642322
495,2015-05-19,75159.50360622561,73948.90304389028,28867607.444787953,29595518.399789847,914,100,1.016370771066297,-727910.9550018944
496,2015-05-20,74878.71624473414,73322.4837045238,28942486.161032688,29668840.88349437,1109,100,1.0212244929738288,-726354.7224616818
497,2015-05-21,42071.75483162495,46667.48012084218,28984557.91586431,29715508.36361521,723,100,0.9015218889617156,-730950.4477508999
498,2015-05-22,75243.15753514726,76389.10827272637,29059801.073399458,29791897.47188794,1104,100,0.9849985061549899,-732096.3984884806
499,2015-05-23,1168.5600851005051,1053.661405250748,29060969.633484557,29792951.13329319,2,2,1.1090470613018362,-731981.4998086318
500,2015-05-25,13646.146942436157,14143.009982135858,29074615.780426994,29807094.143275324,33,33,0.9648686495783222,-732478.3628483303
501,2015-05-26,73543.94059763025,73108.86256855741,29148159.721024625,29880203.00584388,1011,100,1.0059510983181397,-732043.2848192565
502,2015-05-27,74088.88149102301,75952.1806146049,29222248.60251565,29956155.186458487,1052,100,0.9754674703411531,-733906.583942838
503,2015-05-28,76230.82263687896,75019.05457685518,29298479.42515253,30031174.241035342,1103,100,1.0161528036691312,-732694.8158828132
504,2015-05-29,71619.85521216519,74357.39471534625,29370099.280364696,30105531.63575069,1064,100,0.9631840314784983,-735432.3553859927
505,2015-06-01,6388.163458135314,6087.957302415643,29376487.44382283,30111619.593053102,13,13,1.0493114752300499,-735132.1492302716
506,2015-06-02,70260.21137161177,70410.80758555108,29446747.655194443,30182030.400638655,498,100,0.9978611775790764,-735282.7454442121
507,2015-06-03,58332.73692125481,58697.76913401749,29505080.392115697,30240728.169772673,161,100,0.9937811569647689,-735647.7776569761
508,2015-06-04,48618.98583069331,47236.5524535041,29553699.37794639,30287964.722226176,95,95,1.0292661785287986,-734265.3442797847
509,2015-06-05,73825.29010414296,73468.65091772098,29627524.668050535,30361433.373143896,881,100,1.0048543042776352,-733908.7050933614
510,2015-06-06,28720.462645659023,29835.91245786681,29656245.130696192,30391269.285601765,52,52,0.9626138528934557,-735024.1549055725
511,2015-06-07,2106.591430000017,2315.141230263801,29658351.722126193,30393584.426832028,4,4,0.9099191887140206,-735232.7047058344
512,2015-06-08,32021.011381789776,30014.839626049637,29690372.733507983,30423599.26645808,81,81,1.0668393295028302,-733226.5329500958
513,2015-06-09,74489.56466178666,73344.71971868719,29764862.29816977,30496943.986176766,407,100,1.015609098343964,-732081.6880069971
514,2015-06-10,73506.36403692729,72265.26311840277,29838368.6622067,30569209.249295168,273,100,1.0171742392536653,-730840.5870884694
515,2015-06-11,72707.51570656354,74096.94968102724,29911076.177913263,30643306.198976196,905,100,0.9812484322169139,-732230.0210629329
516,2015-06-12,73043.79806197273,74066.28351721987,29984119.975975238,30717372.482493415,452,100,0.9861949944469751,-733252.5065181777
517,2015-06-15,75973.60962016805,73968.35799979464,30060093.585595407,30791340.84049321,872,100,1.0271095867827562,-731247.2548978031
518,2015-06-16,74328.98811374682,74115.10981597821,30134422.573709153,30865455.950309187,720,100,1.0028857583602,-731033.3766000345
519,2015-06-17,72905.8979055577,75574.65451614805,30207328.47161471,30941030.604825336,523,100,0.9646871477259599,-733702.1332106255
520,2015-06-18,76506.11482300746,76077.81182710406,30283834.586437717,31017108.41665244,968,100,1.0056298017203331,-733273.830214724
521,2015-06-19,73982.07697176402,74828.3101094928,30357816.663409483,31091936.726761933,474,100,0.9886910029574298,-734120.0633524507
522,2015-06-22,73695.56993123546,73573.72329295242,30431512.233340718,31165510.450054888,1110,100,1.0016561162440818,-733998.2167141698
523,2015-06-23,73562.54718574778,76964.92447765755,30505074.780526467,31242475.374532547,1034,100,0.9557931445395303,-737400.5940060802
524,2015-06-24,74651.4875010481,74278.92409559674,30579726.268027514,31316754.298628144,1067,100,1.0050157350821598,-737028.0306006297
525,2015-06-25,72733.67463847675,75339.75712213117,30652459.94266599,31392094.055750277,1050,100,0.9654089343634361,-739634.1130842865
526,2015-06-26,74947.73688488189,76628.22083936475,30727407.67955087,31468722.276589643,879,100,0.9780696467166367,-741314.597038772
527,2015-06-29,74468.6047448659,76259.07413466212,30801876.284295738,31544981.350724306,541,100,0.9765212283244545,-743105.0664285682
528,2015-06-30,71254.3160146237,71978.88438307926,30873130.600310363,31616960.235107385,457,100,0.9899335982397376,-743829.6347970217
529,2015-07-01,73586.1010322199,73595.25725523161,30946716.701342583,31690555.492362615,559,100,0.9998755867789149,-743838.791020032
530,2015-07-02,73603.90642196215,74520.96776608344,31020320.607764546,31765076.4601287,584,100,0.9876939152615424,-744755.8523641527
531,2015-07-03,73174.24676847561,74351.88025390053,31093494.85453302,31839428.3403826,634,100,0.9841613489611363,-745933.4858495779
532,2015-07-06,75311.93382411386,75125.43689397116,31168806.788357135,31914553.777276568,1097,100,1.002482473817835,-745746.9889194332
533,2015-07-07,75005.62039840159,74430.5144301735,31243812.408755537,31988984.29170674,924,100,1.0077267498771303,-745171.8829512037
534,2015-07-08,75081.96475051885,73924.70712860388,31318894.373506054,32062908.998835344,1055,100,1.0156545445611536,-744014.6253292896
535,2015-07-09,73129.59629289292,74836.13955123066,31392023.96979895,32137745.138386574,1065,100,0.9771962681590558,-745721.168587625
536,2015-07-10,75190.6019517688,74060.70478459304,31467214.57175072,32211805.843171168,1018,100,1.0152563653081899,-744591.271420449
537,2015-07-13,73087.96133113095,75832.79026691895,31540302.533081852,32287638.633438088,886,100,0.9638041943844259,-747336.1003562361
538,2015-07-14,69937.68186771049,72094.55035249368,31610240.214949563,32359733.183790583,341,100,0.9700827805397556,-749492.96884102
539,2015-07-15,72397.52568706356,75949.87457031192,31682637.740636628,32435683.058360893,887,100,0.9532277188955762,-753045.3177242652
540,2015-07-16,73349.17706043186,74419.74042953539,31755986.91769706,32510102.79879043,937,100,0.9856145242791166,-754115.8810933679
541,2015-07-17,74841.50811087973,73925.31604159043,31830828.42580794,32584028.114832018,911,100,1.0123934819402578,-753199.6890240759
542,2015-07-20,72833.52804977859,75604.1354082442,31903661.95385772,32659632.250240263,1109,100,0.9633537591098027,-755970.2963825427
543,2015-07-21,74354.98768494022,75454.50287775547,31978016.94154266,32735086.75311802,1080,100,0.9854281036799543,-757069.8115753606
544,2015-07-22,75563.05451540713,75608.58709948578,32053579.996058065,32810695.340217505,1058,100,0.999397785544931,-757115.3441594392
545,2015-07-23,75360.99255268402,75058.89571586376,32128940.98861075,32885754.235933367,1055,100,1.004024797246736,-756813.247322619
546,2015-07-24,74408.97055744266,74368.75084376916,32203349.959168192,32960122.986777138,1047,100,1.0005408146999537,-756773.027608946
547,2015-07-27,74023.22425827694,75781.8177877577,32277373.18342647,33035904.804564897,942,100,0.9767939912129575,-758531.6211384274
548,2015-07-28,72334.08688937179,71725.40012526322,32349707.27031584,33107630.20469016,643,100,1.0084863488115166,-757922.9343743175
549,2015-07-29,73391.3138248178,73104.65937382773,32423098.58414066,33180734.864063986,581,100,1.003921151585212,-757636.2799233273
550,2015-07-30,73649.52114623439,74295.67508217575,32496748.105286893,33255030.539146163,856,100,0.9913029401075275,-758282.4338592701
551,2015-07-31,74697.00518891044,72890.78566469785,32571445.110475805,33327921.32481086,861,100,1.0247798059486053,-756476.2143350542
