day,date,ts_reward,oracle_reward,ts_cumulative,oracle_cumulative,n_candidates,n_selected,daily_efficiency,cumulative_gap
218,2014-05-03,29822.763365399216,29526.543014163282,10578090.576332932,11082803.27506902,95,95,1.0100323411072485,-504712.69873608835
219,2014-05-05,72670.88819810614,74062.93056112995,10650761.464531038,11156866.205630152,1105,100,0.981204600567691,-506104.7410991136
220,2014-05-06,75220.5769211986,76815.8802013205,10725982.041452236,11233682.085831473,974,100,0.9792321161205093,-507700.0443792362
221,2014-05-07,72641.40878248333,75349.2306154761,10798623.45023472,11309031.316446949,423,100,0.9640630460208494,-510407.8662122283
222,2014-05-08,72041.13587521079,75491.98186188872,10870664.58610993,11384523.298308838,1111,100,0.954288576063731,-513858.7121989075
223,2014-05-09,74567.88106902984,74294.16516835867,10945232.467178961,11458817.463477196,737,100,1.0036842180008472,-513584.9962982349
224,2014-05-12,73057.29980173778,74214.18121181492,11018289.766980698,11533031.64468901,1110,100,0.9844115856136001,-514741.8777083121
225,2014-05-13,73122.90108958562,74858.934361367,11091412.668070285,11607890.579050377,1102,100,0.9768092708426622,-516477.91098009236
226,2014-05-14,72834.66663680249,73754.13252381903,11164247.334707087,11681644.711574197,1015,100,0.987533364496971,-517397.3768671099
227,2014-05-15,72440.34077897332,75075.9484802433,11236687.67548606,11756720.66005444,1106,100,0.9648941138324272,-520032.9845683798
228,2014-05-16,74690.45157818265,75221.42798721316,11311378.127064243,11831942.088041652,1104,100,0.99294115489112,-520563.96097740903
229,2014-05-19,59430.663873380036,57893.83266970034,11370808.790937623,11889835.920711352,154,100,1.0265456808231668,-519027.12977372855
230,2014-05-20,56461.03337264356,57623.88208341063,11427269.824310267,11947459.802794762,200,100,0.9798200213396965,-520189.9784844946
231,2014-05-21,58150.56766990286,59816.90703221544,11485420.39198017,12007276.709826978,295,100,0.9721426692721652,-521856.3178468086
232,2014-05-22,61228.61599799111,63421.612217060196,11546649.00797816,12070698.322044037,308,100,0.9654219414737745,-524049.31406587735
233,2014-05-23,61908.50439188341,64501.1641525338,11608557.512370043,12135199.486196572,308,100,0.9598044501255946,-526641.9738265295
234,2014-05-26,72687.68484488795,74459.84264313997,11681245.197214931,12209659.328839712,1031,100,0.9761998181120882,-528414.1316247806
235,2014-05-27,74116.04771648385,76510.48908803341,11755361.244931415,12286169.817927746,1072,100,0.9687044038001835,-530808.5729963314
236,2014-05-28,74107.33284497976,74469.92330910897,11829468.577776395,12360639.741236854,1101,100,0.9951310482404531,-531171.1634604596
237,2014-05-29,13015.846428997951,13873.256692307152,11842484.424205393,12374512.997929161,31,31,0.9381969005313192,-532028.5737237688
238,2014-05-30,72258.0625541631,74387.68456282202,11914742.486759556,12448900.682491984,810,100,0.9713713093615597,-534158.1957324278
239,2014-06-02,7502.239701682492,8149.143107127185,11922244.72646124,12457049.825599112,14,14,0.9206170026786109,-534805.0991378725
240,2014-06-03,11019.526069920057,11007.63195049318,11933264.25253116,12468057.457549606,25,25,1.0010805338950621,-534793.2050184458
241,2014-06-04,65355.265328447866,67339.41533543555,11998619.517859608,12535396.872885041,677,100,0.9705350871090266,-536777.355025433
242,2014-06-05,10897.808935195935,10762.593832770703,12009517.326794803,12546159.466717811,36,36,1.0125634307608562,-536642.1399230082
243,2014-06-06,74138.35977178857,74756.05622681297,12083655.686566591,12620915.522944624,941,100,0.9917371717262574,-537259.8363780323
244,2014-06-07,58226.62308057163,60344.18065988763,12141882.309647163,12681259.703604512,476,100,0.964908669632106,-539377.3939573485
245,2014-06-08,3076.5480401062177,3623.9184720957473,12144958.85768727,12684883.622076608,8,8,0.8489561958404158,-539924.764389338
246,2014-06-09,1557.612888720926,1575.4668315663776,12146516.470575992,12686459.088908175,6,6,0.9886675222304105,-539942.618332183
247,2014-06-10,7094.584530293073,6722.483149551477,12153611.055106286,12693181.572057726,21,21,1.0553517758934692,-539570.5169514399
248,2014-06-11,44241.80043579551,45744.530497828775,12197852.855542082,12738926.102555554,210,100,0.9671495139270345,-541073.247013472
249,2014-06-12,6644.112147778058,6844.532734070953,12204496.96768986,12745770.635289626,16,16,0.9707181492031978,-541273.6675997656
250,2014-06-13,71600.81030275875,71688.13035080211,12276097.77799262,12817458.765640428,415,100,0.9987819455240907,-541360.9876478091
251,2014-06-16,9313.283525774763,8983.841032823279,12285411.061518393,12826442.606673252,24,24,1.0366705612608056,-541031.5451548584
252,2014-06-17,71983.96081357347,72324.78113091532,12357395.022331966,12898767.387804167,805,100,0.9952876412204424,-541372.3654722013
253,2014-06-18,65293.354686391016,67033.2542521917,12422688.377018357,12965800.642056359,493,100,0.9740442324453642,-543112.2650380023
254,2014-06-19,61267.873536255276,64166.826714958144,12483956.250554612,13029967.468771318,298,100,0.9548216215899129,-546011.2182167061
255,2014-06-20,70128.02236367903,74875.70460274456,12554084.272918291,13104843.173374062,799,100,0.9365924866516514,-550758.900455771
256,2014-06-23,72849.87726328212,72380.04840438698,12626934.150181573,13177223.221778449,1063,100,1.006491137671948,-550289.0715968758
257,2014-06-24,73546.40374646371,73213.25501905635,12700480.553928036,13250436.476797504,592,100,1.0045503881410633,-549955.9228694681
258,2014-06-25,70100.75587136914,72626.54446181278,12770581.309799405,13323063.021259317,438,100,0.965222239207984,-552481.7114599124
259,2014-06-26,65129.606812115926,66443.90694653537,12835710.91661152,13389506.928205853,780,100,0.9802194031805354,-553796.0115943328
260,2014-06-27,72726.60557367615,74403.0569019352,12908437.522185197,13463909.985107789,429,100,0.9774679778215477,-555472.4629225917
261,2014-06-30,72948.91008353497,73674.14152591901,12981386.432268731,13537584.126633707,415,100,0.9901562281234196,-556197.6943649761
262,2014-07-01,51203.05857761073,53010.34017613998,13032589.490846341,13590594.466809848,156,100,0.9659069986624477,-558004.9759635068
263,2014-07-02,47121.05770082417,45285.37711316712,13079710.548547165,13635879.843923016,132,100,1.0405358352889438,-556169.29537585
264,2014-07-03,64535.14871866104,65175.05009873051,13144245.697265826,13701054.894021746,601,100,0.9901818045540415,-556809.1967559196
265,2014-07-04,68880.07321429197,69347.75928595272,13213125.770480119,13770402.653307699,292,100,0.9932559310282505,-557276.88282758
266,2014-07-07,68838.34168909334,69563.47577097757,13281964.112169212,13839966.129078677,179,100,0.9895759365982291,-558002.0169094652
267,2014-07-08,71766.83358125802,71562.6992112364,13353730.94575047,13911528.828289913,393,100,1.002852524740844,-557797.8825394437
268,2014-07-09,66793.4114437035,67718.42096412214,13420524.357194172,13979247.249254035,335,100,0.9863403560323901,-558722.8920598626
269,2014-07-10,65810.497481399,67664.979544749,13486334.85467557,14046912.228798784,355,100,0.9725931778029493,-560577.3741232138
270,2014-07-11,73518.43921341753,74189.41814741721,13559853.293888988,14121101.646946201,795,100,0.9909558674167465,-561248.3530572131
271,2014-07-14,72702.45462034726,74755.1047827721,13632555.748509334,14195856.751728972,392,100,0.972541672326063,-563301.003219638
272,2014-07-15,53722.84155630196,57180.65869621,13686278.590065636,14253037.410425182,207,100,0.9395282037886488,-566758.8203595467
273,2014-07-16,50105.52063861173,53259.17216834445,13736384.110704247,14306296.582593527,174,100,0.9407866964254629,-569912.4718892798
274,2014-07-17,69560.01843535852,70526.08035996644,13805944.129139606,14376822.662953492,659,100,0.9863020613129623,-570878.5338138863
275,2014-07-18,71064.94347876166,72248.59529841176,13877009.072618367,14449071.258251904,669,100,0.9836169573296033,-572062.1856335364
276,2014-07-21,71838.13454687636,75150.23023144357,13948847.207165243,14524221.488483347,469,100,0.9559270054879833,-575374.2813181039
277,2014-07-22,67671.08181968982,70473.69150424401,14016518.288984932,14594695.17998759,383,100,0.9602318308473253,-578176.8910026588
278,2014-07-23,69249.61730041358,70335.52316796672,14085767.906285346,14665030.703155557,392,100,0.9845610607749385,-579262.7968702111
279,2014-07-24,72807.87115327583,73351.87977152821,14158575.777438622,14738382.582927085,595,100,0.9925835763180599,-579806.8054884635
280,2014-07-25,70666.14182542644,72371.33353106887,14229241.919264048,14810753.916458154,688,100,0.9764382992209147,-581511.9971941058
281,2014-07-28,72259.44346203821,72891.89675751598,14301501.362726087,14883645.81321567,470,100,0.9913234073523741,-582144.4504895825
282,2014-07-29,64266.54047354011,65220.229604029846,14365767.903199626,14948866.0428197,328,100,0.9853774030499456,-583098.1396200731
283,2014-07-30,55747.12932717721,55667.90317719148,14421515.032526804,15004533.94599689,267,100,1.0014231926381985,-583018.9134700857
284,2014-07-31,61841.766485289096,63408.914616353904,14483356.799012093,15067942.860613244,355,100,0.975285050366394,-584586.0616011508
285,2014-08-01,67391.42988897875,66824.30949974075,14550748.228901071,15134767.170112984,504,100,1.0084867377378617,-584018.9412119128
286,2014-08-04,72565.3026499271,72933.63574245249,14623313.531550998,15207700.805855436,600,100,0.9949497500189616,-584387.2743044384
287,2014-08-05,73291.63491356302,73553.37569940352,14696605.166464562,15281254.181554839,887,100,0.9964414850664342,-584649.0150902774
288,2014-08-06,72141.72399008583,74659.87695645177,14768746.890454648,15355914.05851129,851,100,0.9662716700184926,-587167.1680566426
289,2014-08-07,71499.43239431689,72950.90973009526,14840246.322848964,15428864.968241386,542,100,0.9801033689483988,-588618.6453924216
290,2014-08-08,72960.82041065038,74379.58833655303,14913207.143259615,15503244.55657794,804,100,0.9809253054818884,-590037.4133183248
291,2014-08-11,73517.88750946832,72425.808145011,14986725.030769084,15575670.36472295,901,100,1.015078594114832,-588945.3339538667
292,2014-08-12,72296.76310670654,74626.4161267669,15059021.79387579,15650296.780849718,913,100,0.9687824614798196,-591274.9869739283
293,2014-08-13,74144.86600289527,74059.7556179979,15133166.659878684,15724356.536467716,915,100,1.0011492123378907,-591189.8765890319
294,2014-08-14,71948.88960164122,76592.35393009032,15205115.549480325,15800948.890397806,920,100,0.9393743097034539,-595833.3409174811
295,2014-08-15,73831.7181561329,71990.74454196755,15278947.267636457,15872939.634939773,925,100,1.025572365251649,-593992.3673033156
296,2014-08-18,72080.14493220222,73898.27170080556,15351027.41256866,15946837.906640578,647,100,0.975396897291936,-595810.4940719176
297,2014-08-19,65452.39436014264,64116.38811167045,15416479.806928802,16010954.294752248,400,100,1.0208372038385147,-594474.4878234453
298,2014-08-20,64531.36155264965,66545.15134856787,15481011.168481452,16077499.446100816,505,100,0.9697379936012188,-596488.2776193637
299,2014-08-21,68200.60637930813,70710.07798048321,15549211.77486076,16148209.5240813,552,100,0.9645104110637845,-598997.7492205389
300,2014-08-22,72497.47841272528,73355.74220875488,15621709.253273485,16221565.266290054,695,100,0.9882999780223454,-599856.0130165685
301,2014-08-25,71851.80196841047,71631.7364430844,15693561.055241896,16293197.002733137,407,100,1.0030721791241362,-599635.9474912416
302,2014-08-26,71282.76909006656,71870.5101668763,15764843.824331962,16365067.512900013,558,100,0.9918222220011371,-600223.6885680519
303,2014-08-27,70260.16264141856,72642.61371920338,15835103.98697338,16437710.126619216,654,100,0.9672031200998071,-602606.1396458354
304,2014-08-28,71650.7042560056,73539.31659428235,15906754.691229386,16511249.443213498,800,100,0.9743183316660902,-604494.751984112
305,2014-08-29,73646.08994070085,72713.91212129123,15980400.781170087,16583963.355334789,761,100,1.0128198001209823,-603562.5741647016
306,2014-09-01,69834.67410172573,71235.47580362529,16050235.455271812,16655198.831138413,323,100,0.980335616684008,-604963.3758666012
307,2014-09-02,55467.14577757991,55883.48982092936,16105702.601049392,16711082.320959343,233,100,0.99254978447689,-605379.7199099511
308,2014-09-03,61912.45601199844,62616.509220002146,16167615.05706139,16773698.830179345,318,100,0.988756108943569,-606083.7731179558
309,2014-09-04,68359.99728185928,69632.50324419429,16235975.054343248,16843331.33342354,478,100,0.9817254026058426,-607356.2790802922
310,2014-09-05,72666.38209278932,73532.03526238479,16308641.436436037,16916863.368685924,868,100,0.9882275369299035,-608221.9322498869
311,2014-09-08,70534.39788902152,72122.01416956043,16379175.834325058,16988985.382855482,261,100,0.9779870778871153,-609809.548530424
312,2014-09-09,67296.84931694949,66835.56428470845,16446472.683642007,17055820.94714019,364,100,1.006901790045133,-609348.2634981833
313,2014-09-10,70444.65471261303,71159.84477890094,16516917.338354621,17126980.79191909,477,100,0.989949527454563,-610063.4535644688
314,2014-09-11,73534.64471659067,71789.58223409382,16590451.983071212,17198770.374153182,599,100,1.0243080183529485,-608318.3910819702
315,2014-09-12,74398.7239317013,75450.0533584458,16664850.707002914,17274220.42751163,781,100,0.9860658888900995,-609369.7205087151
316,2014-09-15,73929.16389550554,74385.1623281846,16738779.87089842,17348605.589839812,488,100,0.9938697662489838,-609825.7189413924
317,2014-09-16,67607.80550346489,70250.60835592679,16806387.676401883,17418856.19819574,394,100,0.9623803563511926,-612468.5217938572
318,2014-09-17,68956.17771487444,68823.81434818372,16875343.854116756,17487680.012543924,446,100,1.0019232204425796,-612336.1584271677
319,2014-09-18,70047.296417627,72099.77439337187,16945391.150534384,17559779.786937296,536,100,0.9715328100120442,-614388.6364029124
320,2014-09-19,73061.94703086917,72765.67417940592,17018453.097565252,17632545.4611167,579,100,1.0040716018205613,-614092.363551449
321,2014-09-22,72720.49912264365,73289.21829355229,17091173.596687894,17705834.679410253,493,100,0.9922400704475972,-614661.0827223584
322,2014-09-23,73254.98117138461,73863.99581826072,17164428.57785928,17779698.675228514,622,100,0.9917549187512876,-615270.097369235
323,2014-09-24,72566.65118877284,71859.26106271599,17236995.22904805,17851557.93629123,765,100,1.00984410520781,-614562.707243178
324,2014-09-25,72117.51125093694,72390.40586228046,17309112.740298986,17923948.34215351,716,100,0.9962302378596593,-614835.6018545218
325,2014-09-26,72473.72080426042,75388.36933466335,17381586.461103246,17999336.711488172,657,100,0.9613382202569702,-617750.2503849268
326,2014-09-29,74112.6989233939,73391.99866838816,17455699.16002664,18072728.71015656,444,100,1.0098198750283682,-617029.5501299202
327,2014-09-30,69024.16024779432,69824.81750902784,17524723.320274435,18142553.52766559,414,100,0.9885333425879703,-617830.207391154
328,2014-10-01,61672.06384537645,61600.36894805036,17586395.384119812,18204153.89661364,356,100,1.0011638712324362,-617758.5124938264
329,2014-10-02,66994.3760850226,68760.98122809007,17653389.760204837,18272914.87784173,395,100,0.9743080288920342,-619525.117636893
330,2014-10-03,13047.928944239133,12904.818162091853,17666437.689149074,18285819.69600382,28,28,1.011089717061467,-619382.0068547465
331,2014-10-06,73045.901247441,71600.61089419776,17739483.590396516,18357420.30689802,508,100,1.0201854472356235,-617936.7165015042
332,2014-10-07,70771.43492328125,73900.81446747611,17810255.025319796,18431321.121365495,338,100,0.9576543294313474,-621066.096045699
333,2014-10-08,73433.58071290169,74762.59878873176,17883688.6060327,18506083.720154226,546,100,0.982223490122572,-622395.1141215265
334,2014-10-09,74426.56817287688,72553.66889196246,17958115.174205575,18578637.38904619,289,100,1.0258139844547807,-620522.2148406133
335,2014-10-10,39077.036599597064,41379.78082282693,17997192.210805174,18620017.169869017,472,100,0.944350980661561,-622824.9590638429
336,2014-10-13,73313.22734855619,73555.41128418966,18070505.43815373,18693572.581153207,913,100,0.996707462695059,-623067.1429994777
337,2014-10-14,74849.23205792191,73683.46725027185,18145354.67021165,18767256.04840348,929,100,1.0158212534121183,-621901.3781918287
338,2014-10-15,71819.31509305656,73034.93251036842,18217173.985304706,18840290.980913848,920,100,0.9833556713817831,-623116.9956091419
339,2014-10-16,72371.84193540267,73515.88607991466,18289545.82724011,18913806.866993763,929,100,0.984438137040634,-624261.0397536531
340,2014-10-17,73582.78015029346,73458.11951094783,18363128.607390404,18987264.98650471,327,100,1.0016970300924604,-624136.3791143075
341,2014-10-20,72801.86601363169,73663.5238506369,18435930.473404035,19060928.51035535,579,100,0.988302788246292,-624998.0369513147
342,2014-10-21,69840.0235566905,70489.12029683737,18505770.496960726,19131417.630652186,624,100,0.9907915329711386,-625647.1336914599
343,2014-10-22,70623.1637658024,70751.82181562611,18576393.66072653,19202169.45246781,664,100,0.9981815584882183,-625775.7917412817
344,2014-10-23,71014.72103705764,70411.64427552541,18647408.381763585,19272581.096743334,680,100,1.008565014604294,-625172.7149797492
345,2014-10-24,71540.55009281091,72537.45695221236,18718948.931856398,19345118.553695545,702,100,0.9862566610233081,-626169.6218391471
346,2014-10-27,73840.17759662199,73124.18399998834,18792789.10945302,19418242.737695534,775,100,1.0097914746868664,-625453.628242515
347,2014-10-28,74274.85919834103,72710.26178816457,18867063.968651358,19490952.999483697,882,100,1.0215182475169018,-623889.0308323391
348,2014-10-29,72563.58012603532,73935.83829559565,18939627.548777394,19564888.83777929,922,100,0.9814398781268424,-625261.289001897
349,2014-10-30,72586.02779203025,75416.84248831755,19012213.576569423,19640305.68026761,863,100,0.9624644230269146,-628092.1036981866
350,2014-10-31,69612.77831666247,72069.65027938923,19081826.354886085,19712375.330546997,597,100,0.9659097560040557,-630548.9756609127
351,2014-11-03,71929.4737617199,75520.294218383,19153755.828647804,19787895.62476538,554,100,0.9524522448723587,-634139.7961175777
352,2014-11-04,69985.24323446002,71602.30055803651,19223741.071882263,19859497.92532342,555,100,0.9774161261443576,-635756.8534411564
353,2014-11-05,74225.3355090097,72114.38264644444,19297966.407391272,19931612.307969864,669,100,1.029272286402487,-633645.900578592
354,2014-11-06,71309.11622924886,73167.67328120385,19369275.52362052,20004779.98125107,867,100,0.9745986585522265,-635504.4576305486
355,2014-11-07,70212.68218447441,72964.2756274151,19439488.205804992,20077744.256878484,746,100,0.9622884840659361,-638256.0510734916
356,2014-11-10,73413.23665206923,74140.65752384694,19512901.44245706,20151884.914402332,451,100,0.9901886374349494,-638983.4719452709
357,2014-11-11,71979.7017135844,74140.07384614224,19584881.144170646,20226024.988248475,771,100,0.9708609390241355,-641143.8440778293
358,2014-11-12,72719.7763736738,76010.99334590185,19657600.92054432,20302035.981594376,894,100,0.9567007767251406,-644435.0610500574
359,2014-11-13,73523.4736664677,73298.64311653729,19731124.394210786,20375334.624710914,926,100,1.0030673221272726,-644210.2305001281
360,2014-11-14,72813.42252143532,74461.00487693808,19803937.81673222,20449795.62958785,907,100,0.9778732188985937,-645857.8128556311
361,2014-11-17,72825.9230251369,74910.44922913588,19876763.73975736,20524706.078816988,923,100,0.972173091665452,-647942.3390596285
362,2014-11-18,72833.51335784761,74406.42950127013,19949597.253115207,20599112.508318257,924,100,0.9788604808218129,-649515.2552030496
363,2014-11-19,72793.89731568532,70242.87088475318,20022391.15043089,20669355.37920301,859,100,1.0363172290483056,-646964.2287721187
364,2014-11-20,75036.09799255276,72006.37646149905,20097427.248423446,20741361.75566451,928,100,1.0420757393989082,-643934.5072410628
365,2014-11-21,72899.46900374531,72477.1169745529,20170326.71742719,20813838.87263906,920,100,1.005827384515594,-643512.1552118696
366,2014-11-24,73999.47599242105,74074.27631439315,20244326.193419613,20887913.148953453,771,100,0.9989901984103817,-643586.9555338398
367,2014-11-25,69555.22751759687,70644.67692958027,20313881.42093721,20958557.825883035,651,100,0.9845784642334853,-644676.4049458243
368,2014-11-26,68583.26594402618,70311.82753217207,20382464.686881237,21028869.653415207,707,100,0.9754157778454134,-646404.9665339701
369,2014-11-27,70883.5467069082,72157.12401772957,20453348.233588144,21101026.777432937,665,100,0.9823499435688644,-647678.543844793
370,2014-11-28,73404.80975111166,72086.63244604364,20526753.043339256,21173113.40987898,639,100,1.0182860158720088,-646360.3665397242
371,2014-12-01,72382.63935731974,73077.42916216943,20599135.682696577,21246190.83904115,912,100,0.9904924158825039,-647055.156344574
372,2014-12-02,74342.00253062825,74641.09571108878,20673477.685227204,21320831.93475224,932,100,0.9959929154628406,-647354.2495250367
373,2014-12-03,72322.92783500791,72702.30398477105,20745800.61306221,21393534.238737013,935,100,0.9947817864225789,-647733.6256748028
374,2014-12-04,72824.48279881511,71969.25810830428,20818625.095861025,21465503.496845316,935,100,1.0118831944776177,-646878.400984291
375,2014-12-05,72522.63644976709,71903.71276076521,20891147.73231079,21537407.20960608,916,100,1.008607673585106,-646259.4772952907
376,2014-12-08,74879.90969724477,73182.9453442578,20966027.642008036,21610590.15495034,893,100,1.0231879756274407,-644562.512942303
377,2014-12-09,74044.19011932675,72416.92293482939,21040071.832127362,21683007.07788517,900,100,1.022470813706926,-642935.245757807
378,2014-12-10,74550.2276932636,73426.89447122991,21114622.059820626,21756433.972356398,916,100,1.0152986617522526,-641811.9125357717
379,2014-12-11,72567.30765147063,72669.77265809967,21187189.367472097,21829103.745014496,872,100,0.9985899913694362,-641914.3775423989
380,2014-12-12,72289.52250853143,72657.88504238651,21259478.88998063,21901761.630056884,675,100,0.9949301781404705,-642282.740076255
381,2014-12-15,74701.79870383035,74174.31665655722,21334180.68868446,21975935.94671344,655,100,1.007111383981001,-641755.2580289803
382,2014-12-16,72225.99935357095,72283.3195938535,21406406.688038033,22048219.266307294,505,100,0.999207005978632,-641812.5782692619
383,2014-12-17,71952.67157099253,73869.17210344247,21478359.359609026,22122088.438410737,333,100,0.9740554756757505,-643729.0788017102
384,2014-12-18,74535.33683024364,73686.00394996691,21552894.69643927,22195774.442360703,324,100,1.0115263799737795,-642879.745921433
385,2014-12-19,73414.728743108,73491.23577032957,21626309.42518238,22269265.678131033,321,100,0.9989589639306017,-642956.252948653
386,2014-12-22,71660.7298616472,73193.37432913556,21697970.155044027,22342459.052460168,706,100,0.9790603387050256,-644488.8974161409
387,2014-12-23,73203.34028023304,71816.42468087559,21771173.49532426,22414275.47714104,831,100,1.0193119555243855,-643101.9818167798
388,2014-12-24,72761.6066288375,75653.87902996392,21843935.1019531,22489929.356171004,927,100,0.961769674758106,-645994.2542179041
389,2014-12-25,7525.912856719711,7882.689395071411,21851461.01480982,22497812.045566075,16,16,0.9547392367667346,-646351.0307562537
390,2014-12-26,8363.871103858666,8971.865319035584,21859824.88591368,22506783.91088511,18,18,0.9322332431933705,-646959.0249714293
391,2014-12-29,73464.36654154614,72724.40280863167,21933289.252455227,22579508.313693743,207,100,1.010174902843295,-646219.0612385161
392,2014-12-30,41779.68452157448,42186.27090048374,21975068.9369768,22621694.584594227,61,61,0.990362116152234,-646625.6476174258
393,2014-12-31,70629.33426594856,71348.0512311142,22045698.27124275,22693042.635825343,562,100,0.989926606925289,-647344.3645825945
394,2015-01-01,7867.163844152481,8022.98125714723,22053565.435086902,22701065.61708249,16,16,0.9805786143578561,-647500.1819955893
395,2015-01-02,47044.63928584572,48383.47111470717,22100610.07437275,22749449.088197198,188,100,0.9723287354541521,-648839.013824448
396,2015-01-05,72427.87344842551,77580.79388335704,22173037.947821174,22827029.882080555,775,100,0.933579947084855,-653991.9342593811
397,2015-01-06,72127.46797693588,74190.89173021975,22245165.41579811,22901220.773810774,761,100,0.972187640488443,-656055.3580126651
398,2015-01-07,56252.125880297186,58727.57356320507,22301417.541678406,22959948.347373977,475,100,0.9578486299924566,-658530.805695571
399,2015-01-08,41244.691564141096,43495.1137287495,22342662.23324255,23003443.461102728,516,100,0.9482603453196419,-660781.2278601788
400,2015-01-09,75012.61670937907,75400.23567920372,22417674.849951927,23078843.696781933,907,100,0.9948591809251923,-661168.8468300067
401,2015-01-12,67355.4289405189,68970.41128125272,22485030.278892446,23147814.108063187,249,100,0.9765844177128636,-662783.8291707411
402,2015-01-13,74461.6330815029,74570.06729074083,22559491.91197395,23222384.17535393,920,100,0.9985458748640369,-662892.2633799799
403,2015-01-14,62492.22060387642,63385.276907142084,22621984.132577825,23285769.45226107,649,100,0.9859106665326403,-663785.3196832463
404,2015-01-15,73340.41602266984,73058.17027123127,22695324.548600495,23358827.622532304,1091,100,1.0038633016730467,-663503.0739318095
405,2015-01-16,73255.24720425416,75910.46093562862,22768579.79580475,23434738.083467934,992,100,0.9650217677689238,-666158.2876631841
406,2015-01-19,72038.52500525121,74055.5643265966,22840618.32081,23508793.64779453,1107,100,0.9727631631777197,-668175.3269845285
407,2015-01-20,74833.40810989783,74819.50250040009,22915451.7289199,23583613.15029493,1106,100,1.0001858554124663,-668161.4213750288
408,2015-01-21,74044.6372638543,74730.58032947131,22989496.366183754,23658343.7306244,1113,100,0.9908211195123491,-668847.364440646
409,2015-01-22,75304.38328547945,74547.4279603118,23064800.74946923,23732891.15858471,1097,100,1.0101540099488158,-668090.4091154784
410,2015-01-23,73818.44265878944,72804.04703174421,23138619.19212802,23805695.205616456,984,100,1.0139332313024156,-667076.0134884343
411,2015-01-26,74536.10254804001,73863.61412802646,23213155.29467606,23879558.819744483,730,100,1.0091044613501845,-666403.5250684209
412,2015-01-27,67272.00560856723,70071.69236596515,23280427.300284628,23949630.51211045,539,100,0.9600453954676029,-669203.2118258215
413,2015-01-28,73189.14030846795,72894.42165539601,23353616.440593097,24022524.933765847,726,100,1.00404308925675,-668908.4931727499
414,2015-01-29,71699.15011498427,74351.72637629004,23425315.59070808,24096876.66014214,708,100,0.9643239452453164,-671561.0694340579
415,2015-01-30,72167.51245486116,73654.74127219089,23497483.10316294,24170531.40141433,655,100,0.9798081047921453,-673048.2982513905
416,2015-02-02,73160.40728638755,73669.52200851435,23570643.510449328,24244200.923422847,1053,100,0.9930892082879543,-673557.4129735194
417,2015-02-03,75654.67296827506,72907.04406409989,23646298.183417603,24317107.967486948,1109,100,1.0376867412394262,-670809.7840693444
418,2015-02-04,71773.89147895697,75535.64618240712,23718072.07489656,24392643.613669354,1113,100,0.9501989472047928,-674571.5387727953
419,2015-02-05,74804.04177202951,74496.66929186058,23792876.11666859,24467140.282961216,1112,100,1.0041259895655832,-674264.1662926264
420,2015-02-06,74286.71419382695,75291.61735533766,23867162.830862418,24542431.900316555,1069,100,0.9866531866785636,-675269.0694541372
421,2015-02-09,75245.54825230208,75062.66556916603,23942408.37911472,24617494.565885723,1072,100,1.0024364000631916,-675086.1867710017
422,2015-02-10,75058.47475695534,73965.3744164424,24017466.853871677,24691459.940302163,1090,100,1.014778541299048,-673993.0864304863
423,2015-02-11,74007.45167459243,74601.75081597337,24091474.30554627,24766061.691118136,1100,100,0.9920337105378807,-674587.3855718672
424,2015-02-12,73807.42850582227,75502.70610419795,24165281.73405209,24841564.397222333,1104,100,0.9775467968520745,-676282.6631702408
425,2015-02-13,73795.24152407434,75198.76574747081,24239076.975576166,24916763.162969805,1100,100,0.9813358077164495,-677686.1873936392
426,2015-02-16,71977.26580269288,72095.19897650271,24311054.24137886,24988858.361946307,421,100,0.998364202117699,-677804.1205674484
427,2015-02-17,68905.8078651789,70643.10937179865,24379960.04924404,25059501.471318107,512,100,0.9754073465612019,-679541.4220740683
428,2015-02-18,72903.4478356645,73518.40678578886,24452863.497079704,25133019.878103897,603,100,0.9916353063537384,-680156.381024193
429,2015-02-19,71103.47104120899,70756.82491629639,24523966.968120914,25203776.703020193,579,100,1.0048991192768002,-679809.7348992787
430,2015-02-20,72983.13929151889,74532.01544891826,24596950.10741243,25278308.71846911,883,100,0.9792186465363879,-681358.611056678
431,2015-02-23,70792.08329481956,74336.9017146292,24667742.19070725,25352645.62018374,665,100,0.9523141489886437,-684903.4294764884
432,2015-02-24,72443.72868934971,73882.62600190972,24740185.9193966,25426528.24618565,830,100,0.9805245510287788,-686342.3267890476
433,2015-02-25,72119.23221157177,74788.17467052463,24812305.151608173,25501316.420856174,880,100,0.9643133092803675,-689011.2692480013
434,2015-02-26,73825.93251153317,73805.39042926468,24886131.084119707,25575121.81128544,687,100,1.0002783276688738,-688990.7271657325
435,2015-02-27,76377.2177216007,73166.15491037472,24962508.301841307,25648287.966195814,803,100,1.0438872702161182,-685779.6643545069
436,2015-03-02,67716.15382616235,68748.90232771872,25030224.45566747,25717036.868523534,374,100,0.9849779637697578,-686812.4128560647
437,2015-03-03,68518.70335813638,69252.36125161203,25098743.159025606,25786289.229775146,441,100,0.9894060234161536,-687546.0707495399
438,2015-03-04,72188.69890449668,74063.01070929001,25170931.8579301,25860352.240484435,464,100,0.9746930108991878,-689420.3825543337
439,2015-03-05,73795.14027392662,75614.31384333684,25244726.998204026,25935966.55432777,634,100,0.9759414127174477,-691239.5561237447
